frame_number,local_dot_x_truth,local_dot_y_truth,yaw_deg,pitch_deg,zoom,global_dot_x_truth,global_dot_y_truth,global_dot_size_truth
0,1096.6688232421875,-190.2983856201172,0.0,0.0,1.0,1225,290,1
1,1095.902099609375,-201.0986328125,0.20791169081775931,-0.5084745762711864,0.9832203389830508,1226,290,1
2,1095.254638671875,-212.0700225830078,0.40673664307580015,-1.0169491525423728,0.9664406779661017,1227,290,1
3,1094.82373046875,-223.15850830078125,0.5877852522924731,-1.5254237288135595,0.9496610169491525,1228,290,1
4,1094.706298828125,-234.31765747070312,0.7431448254773941,-2.0338983050847457,0.9328813559322033,1229,290,1
5,1094.9937744140625,-245.5106201171875,0.8660254037844386,-2.542372881355932,0.9161016949152543,1230,290,1
6,1095.768310546875,-256.7122802734375,0.9510565162951535,-3.050847457627119,0.8993220338983051,1231,290,1
7,1097.0997314453125,-267.910888671875,0.9945218953682733,-3.5593220338983054,0.882542372881356,1232,290,1
8,1099.0413818359375,-279.1087951660156,0.9945218953682734,-4.067796610169491,0.8657627118644068,1233,290,1
9,1101.6280517578125,-290.3234558105469,0.9510565162951536,-4.576271186440678,0.8489830508474576,1234,290,1
10,1104.8743896484375,-301.58807373046875,0.8660254037844387,-5.084745762711864,0.8322033898305085,1235,290,1
11,1108.7735595703125,-312.9505920410156,0.7431448254773945,-5.593220338983051,0.8154237288135593,1236,290,1
12,1113.2989501953125,-324.47418212890625,0.5877852522924732,-6.101694915254238,0.7986440677966101,1237,290,1
13,1118.4036865234375,-336.2361755371094,0.40673664307580004,-6.610169491525424,0.781864406779661,1238,290,1
14,1124.0245361328125,-348.32696533203125,0.20791169081775931,-7.118644067796611,0.7650847457627119,1239,290,1
15,1130.0841064453125,-360.8487854003906,5.66553889764798e-16,-7.627118644067796,0.7483050847457627,1240,290,1
16,1136.494873046875,-373.9128112792969,-0.20791169081775907,-8.135593220338983,0.7315254237288136,1241,290,1
17,1143.1632080078125,-387.63861083984375,-0.4067366430758002,-8.64406779661017,0.7147457627118644,1242,290,1
18,1149.99365234375,-402.1490173339844,-0.587785252292473,-9.152542372881356,0.6979661016949152,1243,290,1
19,1156.8946533203125,-417.5699157714844,-0.743144825477394,-9.661016949152541,0.6811864406779662,1244,290,1
20,1163.782958984375,-434.0256652832031,-0.8660254037844384,-10.169491525423728,0.6644067796610169,1245,290,1
21,1170.5863037109375,-451.63653564453125,-0.9510565162951535,-10.677966101694915,0.6476271186440679,1246,290,1
22,1177.251708984375,-470.5182189941406,-0.9945218953682733,-11.186440677966102,0.6308474576271186,1247,290,1
23,1183.744873046875,-490.7774658203125,-0.9945218953682734,-11.694915254237289,0.6140677966101695,1248,290,1
24,1190.0584716796875,-512.5137329101562,-0.9510565162951536,-12.203389830508476,0.5972881355932202,1249,290,1
25,1196.2132568359375,-535.8182373046875,-0.8660254037844386,-12.711864406779661,0.5805084745762712,1250,290,1
26,1202.259033203125,-560.7753295898438,-0.743144825477394,-13.220338983050848,0.563728813559322,1251,290,1
27,1208.2799072265625,-587.4656982421875,-0.5877852522924734,-13.728813559322035,0.5469491525423729,1252,290,1
28,1214.3935546875,-615.97021484375,-0.40673664307580015,-14.237288135593221,0.5301694915254237,1253,290,1
29,1220.7513427734375,-646.37353515625,-0.20791169081775898,-14.745762711864408,0.5133898305084745,1254,290,1
30,1227.5396728515625,-678.771728515625,-1.133107779529596e-15,-15.254237288135592,0.4966101694915255,1255,290,1
31,1234.9759521484375,-713.2783813476562,0.2079116908177585,-15.76271186440678,0.4798305084745762,1256,290,1
32,1243.30859375,-750.0313720703125,0.4067366430757997,-16.271186440677965,0.46305084745762715,1257,290,1
